PROJECT_ID,SHIPMENT_NUMBER,CARRIER_DISPLAY_ID,VEHICLE_SIZE,VEHICLE_BUILD_UP,FIRST_COLLECTION_POST_CODE,LAST_DELIVERY_POST_CODE,FIRST_COLLECTION_LATITUDE,FIRST_COLLECTION_LONGITUDE,LAST_DELIVERY_LATITUDE,LAST_DELIVERY_LONGITUDE,FIRST_COLLECTION_SCHEDULE_EARLIEST,FIRST_COLLECTION_SCHEDULE_LATEST,LAST_DELIVERY_SCHEDULE_EARLIEST,LAST_DELIVERY_SCHEDULE_LATEST,LATEST_GPS_TIMESTAMP,DISTANCE,COLLECTION_DAY,DELIVERY_DAY,DELIVERY_HOUR,DELIVERY_WINDOW_DURATION,SHIPMENT_DURATION,DURATION_PER_DISTANCE,DELAYED,IS_VAN,REQUEST_PARAMS,API_RESPONSE
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231022-255372,CAUK000766,TractorUnit,Box 44ft,BD5 8LZ,HP2 7PZ,53.763771,-1.739326,51.771839,-0.439712,2023-10-26 01:40:00+00:00,2023-10-26 03:20:01+00:00,2023-10-26 08:11:00+00:00,2023-10-26 11:06:01+00:00,2023-10-26 09:40:00+01:00,238.38105390253725,Thursday,Thursday,11,2.9169444444444443,9.43361111111111,0.0395736613991482,0,0,"{'origins': '53.763771,-1.739326', 'destinations': '51.771839,-0.439712', 'traffic_model': 'optimistic', 'key': '0bVbllVOOn3nT99qazMSzHK4xZd56CKNoaeCplj6lpq2tmRPlVMmrvbZSsbEL1Sj'}","{'destination_addresses': ['1 Finway Rd, Hemel Hempstead HP2 7PT, UK'], 'origin_addresses': ['Newhall Way, Bradford BD4 6SG, UK'], 'rows': [{'elements': [{'distance': {'text': '285.6 km', 'value': 285592}, 'duration': {'text': '3 hour 17 mins', 'value': 11850}, 'distance_in_traffic_model': {'text': '285.6 km', 'value': 285592}, 'origin': '53.763771,-1.739326', 'destination': '51.771839,-0.439712', 'status': 'OK'}]}], 'status': 'OK'}"
bad2a1c4-4cf3-4157-864f-ce161784831f,SEZHUK-231113-262339,CAUK000222,TractorUnit,Curtain-Side 13.6M Trailer,L11 0JA,MK4 4BX,53.462845,-2.896967,51.992683,-0.784387,2023-11-14 17:00:00+00:00,2023-11-14 17:01:00+00:00,2023-11-15 10:55:00+00:00,2023-11-15 11:25:00+00:00,2023-11-15 12:37:00+00:00,217.0873759523183,Tuesday,Wednesday,11,0.5,18.416666666666668,0.0848352723684483,1,0,"{'origins': '53.462845,-2.896967', 'destinations': '51.992683,-0.784387', 'traffic_model': 'optimistic', 'key': '0bVbllVOOn3nT99qazMSzHK4xZd56CKNoaeCplj6lpq2tmRPlVMmrvbZSsbEL1Sj'}","{'destination_addresses': ['1 Pendeen Cres, Tattenhoe, Milton Keynes, UK'], 'origin_addresses': ['1 Portal Wy, Fazakerley, Liverpool L11 0JA, UK'], 'rows': [{'elements': [{'distance': {'text': '269.8 km', 'value': 269796}, 'duration': {'text': '2 hour 54 mins', 'value': 10496}, 'distance_in_traffic_model': {'text': '269.8 km', 'value': 269796}, 'origin': '53.462845,-2.896967', 'destination': '51.992683,-0.784387', 'status': 'OK'}]}], 'status': 'OK'}"
98d76108-ba01-441a-8425-641afdb920fb,SEZHUK-231106-260099,CAUK000940,TractorUnit,Box,S18 1PF,RG19 4BQ,53.304842,-1.482042,51.398689,-1.232386,2023-11-09 13:00:00+00:00,2023-11-09 13:30:00+00:00,2023-11-09 17:00:00+00:00,2023-11-09 17:30:00+00:00,2023-11-09 14:19:00+00:00,212.78595833158425,Thursday,Thursday,17,0.5,4.5,0.0211480119989292,0,0,"{'origins': '53.304842,-1.482042', 'destinations': '51.398689,-1.232386', 'traffic_model': 'optimistic', 'key': '0bVbllVOOn3nT99qazMSzHK4xZd56CKNoaeCplj6lpq2tmRPlVMmrvbZSsbEL1Sj'}","{'destination_addresses': ['13-97 Enterprise Way, Thatcham, UK'], 'origin_addresses': ['47-53 Stubley Ln, Dronfield, UK'], 'rows': [{'elements': [{'distance': {'text': '268.6 km', 'value': 268564}, 'duration': {'text': '3 hour 1 mins', 'value': 10918}, 'distance_in_traffic_model': {'text': '268.6 km', 'value': 268564}, 'origin': '53.304842,-1.482042', 'destination': '51.398689,-1.232386', 'status': 'OK'}]}], 'status': 'OK'}"
66a23663-0195-46f2-a5e4-da256bcba47b,SEZHUK-231102-258542,CAUK001009,3.5TVan,LWB Van,DE74 2TR,WS9 0SW,52.829374,-1.332134,52.593326,-1.937572,2023-11-16 04:00:00+00:00,2023-11-16 05:00:00+00:00,2023-11-16 07:30:00+00:00,2023-11-16 10:30:00+00:00,2023-11-17 10:49:00+00:00,48.623505854246936,Thursday,Thursday,10,3.0,6.5,0.1336802002612542,1,0,"{'origins': '52.829374,-1.332134', 'destinations': '52.593326,-1.937572', 'traffic_model': 'optimistic', 'key': '0bVbllVOOn3nT99qazMSzHK4xZd56CKNoaeCplj6lpq2tmRPlVMmrvbZSsbEL1Sj'}","{'destination_addresses': ['RotoMetrics International Ltd, Walsall Rd, Aldridge, Aldrige WS9 0SW, United Kingdom'], 'origin_addresses': ['Hidenda, Unit 439, Air Cargo Centre, Argosy Road, East Midlands, Airport, Derby DE74 2SA, United Kingdom'], 'rows': [{'elements': [{'distance': {'text': '60.1 km', 'value': 60083}, 'duration': {'text': '55 mins', 'value': 3338}, 'distance_in_traffic_model': {'text': '60.1 km', 'value': 60083}, 'origin': '52.829374,-1.332134', 'destination': '52.593326,-1.937572', 'status': 'OK'}]}], 'status': 'OK'}"
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231228-277303,CAUK000222,TractorUnit,Curtain-Side 13.6M Trailer,GL3 4AJ,S80 3EG,51.843233,-2.170887,53.295391,-1.066283,2023-12-29 23:30:00+00:00,2023-12-30 00:30:00+00:00,2023-12-30 05:00:00+00:00,2023-12-30 05:30:00+00:00,2023-12-30 09:23:00+00:00,178.1007550119908,Friday,Saturday,5,0.5,6.0,0.0336887959829033,1,0,"{'origins': '51.843233,-2.170887', 'destinations': '53.295391,-1.066283', 'traffic_model': 'optimistic', 'key': '0bVbllVOOn3nT99qazMSzHK4xZd56CKNoaeCplj6lpq2tmRPlVMmrvbZSsbEL1Sj'}","{'destination_addresses': ['Bassetlaw District, United Kingdom'], 'origin_addresses': ['Gloucester Business Park, Brockworth, Gloucester GL3 4AA, UK'], 'rows': [{'elements': [{'distance': {'text': '227.5 km', 'value': 227540}, 'duration': {'text': '2 hour 40 mins', 'value': 9617}, 'distance_in_traffic_model': {'text': '227.5 km', 'value': 227540}, 'origin': '51.843233,-2.170887', 'destination': '53.295391,-1.066283', 'status': 'OK'}]}], 'status': 'OK'}"
9e78d49e-043c-4f19-af07-a116101abe0b,SEZHUK-231220-275755,CAUK000770,TractorUnit,Curtain-Side 13.6M Trailer,S80 3EG,NN16 8PX,53.295391,-1.066283,52.411314,-0.740048,2023-12-21 13:00:00+00:00,2023-12-21 13:56:00+00:00,2023-12-22 04:55:00+00:00,2023-12-22 06:17:00+00:00,2023-12-22 07:29:00+00:00,100.80755644049977,Thursday,Friday,6,1.3666666666666667,17.283333333333335,0.1714487876068554,1,0,"{'origins': '53.295391,-1.066283', 'destinations': '52.411314,-0.740048', 'traffic_model': 'optimistic', 'key': '0bVbllVOOn3nT99qazMSzHK4xZd56CKNoaeCplj6lpq2tmRPlVMmrvbZSsbEL1Sj'}","{'destination_addresses': ['ADV Communications, Unit 3 Adam Business Centre, Telford Way Industrial Estate, Kettering NN16 8PX, United Kingdom'], 'origin_addresses': ['Bassetlaw District, United Kingdom'], 'rows': [{'elements': [{'distance': {'text': '129.1 km', 'value': 129114}, 'duration': {'text': '1 hour 32 mins', 'value': 5572}, 'distance_in_traffic_model': {'text': '129.1 km', 'value': 129114}, 'origin': '53.295391,-1.066283', 'destination': '52.411314,-0.740048', 'status': 'OK'}]}], 'status': 'OK'}"
c7051f08-8889-4b8c-85b7-09833a679b7e,SEZHUK-231124-266276,CAUK000863,TractorUnit,Curtain-Side 13.6M Trailer,L11 0JA,CM2 5AS,53.462845,-2.896967,51.74837,0.518553,2023-11-27 10:00:00+00:00,2023-11-27 10:01:00+00:00,2023-11-28 09:55:00+00:00,2023-11-28 10:25:00+00:00,2023-11-27 17:24:00+00:00,299.8446067019413,Monday,Tuesday,10,0.5,24.416666666666668,0.0814310683631468,0,0,"{'origins': '53.462845,-2.896967', 'destinations': '51.74837,0.518553', 'traffic_model': 'optimistic', 'key': '0bVbllVOOn3nT99qazMSzHK4xZd56CKNoaeCplj6lpq2tmRPlVMmrvbZSsbEL1Sj'}","{'destination_addresses': ['2 Sheepcotes, Springfield, Chelmsford CM2 5AE, UK'], 'origin_addresses': ['1 Portal Wy, Fazakerley, Liverpool L11 0JA, UK'], 'rows': [{'elements': [{'distance': {'text': '375.4 km', 'value': 375362}, 'duration': {'text': '4 hour 0 mins', 'value': 14456}, 'distance_in_traffic_model': {'text': '375.4 km', 'value': 375362}, 'origin': '53.462845,-2.896967', 'destination': '51.74837,0.518553', 'status': 'OK'}]}], 'status': 'OK'}"
c7051f08-8889-4b8c-85b7-09833a679b7e,SEZHUK-231003-249579,CAUK000222,TractorUnit,Curtain-Side 13.6M Trailer,L11 0JA,CV9 2SQ,53.462845,-2.896967,52.583936,-1.557171,2023-10-04 21:00:00+00:00,2023-10-04 21:01:00+00:00,2023-10-05 03:55:00+00:00,2023-10-05 04:25:00+00:00,2023-10-05 04:38:00+01:00,132.84587822009564,Wednesday,Thursday,4,0.5,7.416666666666667,0.0558291063752759,0,0,"{'origins': '53.462845,-2.896967', 'destinations': '52.583936,-1.557171', 'traffic_model': 'optimistic', 'key': '0bVbllVOOn3nT99qazMSzHK4xZd56CKNoaeCplj6lpq2tmRPlVMmrvbZSsbEL1Sj'}","{'destination_addresses': ['Community by Shell Recharge Charging Station, Holly Ln, Warwickshire CV9 2SQ, United Kingdom'], 'origin_addresses': ['1 Portal Wy, Fazakerley, Liverpool L11 0JA, UK'], 'rows': [{'elements': [{'distance': {'text': '166.4 km', 'value': 166447}, 'duration': {'text': '1 hour 49 mins', 'value': 6543}, 'distance_in_traffic_model': {'text': '166.4 km', 'value': 166447}, 'origin': '53.462845,-2.896967', 'destination': '52.583936,-1.557171', 'status': 'OK'}]}], 'status': 'OK'}"
3244246f-e37c-4ba4-b9b3-61416a4449ae,SEZHUK-231109-261295,CAUK000029,TractorUnit,Curtain-Side 13.6M Trailer,S80 3FY,MK42 6EY,53.293393,-1.074008,52.093182,-0.475758,2023-11-11 10:00:00+00:00,2023-11-11 10:59:00+00:00,2023-11-11 15:55:00+00:00,2023-11-11 16:25:00+00:00,2023-11-11 18:05:00+00:00,139.54935052284836,Saturday,Saturday,16,0.5,6.416666666666667,0.0459813438229944,1,0,"{'origins': '53.293393,-1.074008', 'destinations': '52.093182,-0.475758', 'traffic_model': 'optimistic', 'key': '0bVbllVOOn3nT99qazMSzHK4xZd56CKNoaeCplj6lpq2tmRPlVMmrvbZSsbEL1Sj'}","{'destination_addresses': ['Zander Wy, Bedford MK42 6EY, UK'], 'origin_addresses': ['Bassetlaw District, United Kingdom'], 'rows': [{'elements': [{'distance': {'text': '171.7 km', 'value': 171681}, 'duration': {'text': '1 hour 57 mins', 'value': 7066}, 'distance_in_traffic_model': {'text': '171.7 km', 'value': 171681}, 'origin': '53.293393,-1.074008', 'destination': '52.093182,-0.475758', 'status': 'OK'}]}], 'status': 'OK'}"
66a23663-0195-46f2-a5e4-da256bcba47b,SEZHUK-231116-263381,CAUK001009,3.5TVan,LWB Van,DE74 2TR,L24 8RF,52.829374,-1.332134,53.349124,-2.876108,2023-11-30 04:45:00+00:00,2023-11-30 05:45:00+00:00,2023-11-30 09:00:00+00:00,2023-11-30 10:00:00+00:00,2023-11-30 08:18:00+00:00,118.51380408297166,Thursday,Thursday,10,1.0,5.25,0.0442986371133987,0,0,"{'origins': '52.829374,-1.332134', 'destinations': '53.349124,-2.876108', 'traffic_model': 'optimistic', 'key': '0bVbllVOOn3nT99qazMSzHK4xZd56CKNoaeCplj6lpq2tmRPlVMmrvbZSsbEL1Sj'}","{'destination_addresses': ['Liverpool L24 8QB, UK'], 'origin_addresses': ['Hidenda, Unit 439, Air Cargo Centre, Argosy Road, East Midlands, Airport, Derby DE74 2SA, United Kingdom'], 'rows': [{'elements': [{'distance': {'text': '153 km', 'value': 152960}, 'duration': {'text': '1 hour 51 mins', 'value': 6674}, 'distance_in_traffic_model': {'text': '153 km', 'value': 152960}, 'origin': '52.829374,-1.332134', 'destination': '53.349124,-2.876108', 'status': 'OK'}]}], 'status': 'OK'}"
